HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.WORDS,Answer.categories,Approve,Reject
3OREP8RUT1AJZ2XXNDRHXNEGINDBG6,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:09 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:09 PDT 2018,,,340UGXU9DY1KZIUS21CZRY5ZX9KUVV,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:56:29 PDT 2018,Sat Apr 07 09:56:50 PDT 2018,Tue Apr 10 09:56:50 PDT 2018,,,,21,0% (0/0),0% (0/0),0% (0/0),Styracosaurus,8,,
3B6F54KMR1BLC9OWGGS9GPKAKMF1SW,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:38 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:38 PDT 2018,,,354P56DE9K329F1SVYEJ6J78QUQ7SY,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:47:56 PDT 2018,Sat Apr 07 09:48:12 PDT 2018,Tue Apr 10 09:48:12 PDT 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),Photographs,3,,
3B0MCRZMBQTRG9R691Z5MGXX0IEPP8,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,35LDD5557A4N6ZV7UV76YFDO4P9KM6,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:51:19 PDT 2018,Sat Apr 07 09:51:58 PDT 2018,Tue Apr 10 09:51:58 PDT 2018,,,,39,0% (0/0),0% (0/0),0% (0/0),Sawfish,8,,
3SCKNODZ0WF27IBTX0SWI51H097N73,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:44 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:44 PDT 2018,,,36W0OB37HWEW3GTI3ZU3TPT5RCMZHX,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:50:30 PDT 2018,Sat Apr 07 09:50:34 PDT 2018,Tue Apr 10 09:50:34 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Face Wash,4,,
3LG268AV3758VVIVDFNJXZY8NT0REH,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:22 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:22 PDT 2018,,,374TNBHA8BV9BJIGQ3FEOWC4C5HQYW,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:57:10 PDT 2018,Sat Apr 07 09:57:14 PDT 2018,Tue Apr 10 09:57:14 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Kite,6,,
3JMQI2OLFY4IORC3ODVIIXBDMKANDW,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:46 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:46 PDT 2018,,,379J5II41OG0EHLCYXVO07LUKNMLEK,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:49:16 PDT 2018,Sat Apr 07 09:49:22 PDT 2018,Tue Apr 10 09:49:22 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Head,5,,
3KTZHH2ONHE0PEVCV452JQ8C633M8P,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,38F71OA9GTWCQD3TTKG9I2LJWTRMF5,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:50:04 PDT 2018,Sat Apr 07 09:50:27 PDT 2018,Tue Apr 10 09:50:27 PDT 2018,,,,23,0% (0/0),0% (0/0),0% (0/0),Sweeper,7,,
309D674SHYK6IQHSLRVY7WT1KVLCBX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:20 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:20 PDT 2018,,,38YMOXR4MUZCCW4WWTJSXUAX1W56WG,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:55:36 PDT 2018,Sat Apr 07 09:55:41 PDT 2018,Tue Apr 10 09:55:41 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Dish Towel,5,,
3PN6H8C9R3PB48IEF9QDWRRDNDBADZ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:42 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:42 PDT 2018,,,3907X2AHF05YAMOUX5TUFNLPSUY2PY,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:50:41 PDT 2018,Sat Apr 07 09:50:54 PDT 2018,Tue Apr 10 09:50:54 PDT 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),Ring,2,,
3YD0MU1NC10VNZH4OWNRWZHH128A76,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:41 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:41 PDT 2018,,,3AAJC4I4FGSSUMO8RZXO529K44RJZN,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:51:03 PDT 2018,Sat Apr 07 09:51:10 PDT 2018,Tue Apr 10 09:51:10 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),Chocolate Bar,4,,
308KJXFUJQ5ILXEB1ZQS1V9ZQZZTA1,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:09 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:09 PDT 2018,,,3AAJC4I4FGSSUMO8RZXO529K44TZJ5,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:57:23 PDT 2018,Sat Apr 07 09:57:28 PDT 2018,Tue Apr 10 09:57:28 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Mementos,5,,
30Z7M1Q8UXJZNDMNY1FXAZDCCMEA8T,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:41 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:41 PDT 2018,,,3BWI6RSP7G91ZWWAU3UEH23TP3I7EY,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:50:56 PDT 2018,Sat Apr 07 09:51:01 PDT 2018,Tue Apr 10 09:51:01 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Restaurant,9,,
3GITHABACXKVLHENROB1MEK9PTLN2N,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:42 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:42 PDT 2018,,,3F0BG9B9MPNZ51D1U468O5V97FN7YD,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:51:13 PDT 2018,Sat Apr 07 09:51:17 PDT 2018,Tue Apr 10 09:51:17 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Arabian Leopard,7,,
30ZKOOGW2V5HCD22ZG6IVPQ4YG91A1,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:07 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:07 PDT 2018,,,3G5W44VEU7INEPZLJS9BLATR83YKGZ,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:54:04 PDT 2018,Sat Apr 07 09:54:10 PDT 2018,Tue Apr 10 09:54:10 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Shirt,6,,
3B286OTISDGO7UI6P5COZPMQSX8JAM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:52 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:52 PDT 2018,,,3GA6AFUKOOOVINMPISZUPOOQCHN3H4,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:45:44 PDT 2018,Sat Apr 07 09:45:53 PDT 2018,Tue Apr 10 09:45:53 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Arm,6,,
37Y5RYYI0O4T2A9PN9DGBYOBP1USXF,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:05 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:05 PDT 2018,,,3H7Z272LX774B8A27BBZUJKYYURLP8,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:57:16 PDT 2018,Sat Apr 07 09:57:19 PDT 2018,Tue Apr 10 09:57:19 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Grasshopper,3,,
3P6ENY9P78V7M66EDT1G4AUUSD9IHK,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:44 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:44 PDT 2018,,,3H8DHMCCW9BK25PUH283FPQUVBGKDN,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:48:20 PDT 2018,Sat Apr 07 09:48:31 PDT 2018,Tue Apr 10 09:48:31 PDT 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),Grid Paper,5,,
34HEO7RUG5T55I1JXALX1G8H2E2AR5,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:47 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:47 PDT 2018,,,3IRIK4HM3AK3YYYRF2JRL03U9GK6C4,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:46:02 PDT 2018,Sat Apr 07 09:46:08 PDT 2018,Tue Apr 10 09:46:08 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Hook,3,,
363A7XIFV3LXYPI06UQ72DXKNKFAVY,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:47 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:47 PDT 2018,,,3ITXP059PWJVTA2UW73G99CHHPQJSH,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:47:50 PDT 2018,Sat Apr 07 09:47:54 PDT 2018,Tue Apr 10 09:47:54 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Sea,10,,
3AA88CN98O2KEWMRNWQG3Q4AADBKYW,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:47 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:47 PDT 2018,,,3JPSL1DZ5SZNC47LU59HHGZS43NNAS,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:44:32 PDT 2018,Sat Apr 07 09:44:38 PDT 2018,Tue Apr 10 09:44:38 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Bobolink,4,,
3NSCTNUR2YMG0V3L038UYF3LAWD5AM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:46 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:46 PDT 2018,,,3K9FOBBF2HJ48NYPRWY7QUF3YFMNLA,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:44:41 PDT 2018,Sat Apr 07 09:44:52 PDT 2018,Tue Apr 10 09:44:52 PDT 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),Vampire Bat,4,,
32CAVSKPCDO1RMG05LN9VQ2Y5J11UD,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:15 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:15 PDT 2018,,,3LKC68YZ3A3212A0WP5MEUWOMWYWOU,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:55:44 PDT 2018,Sat Apr 07 09:55:50 PDT 2018,Tue Apr 10 09:55:50 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Bathroom,8,,
3RHLQY6EDS3W2J2X68GMJO5DV3FD4R,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:41 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:41 PDT 2018,,,3LWJHTCVCCM3BS1LLDNQZB5O6UOQFW,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:49:31 PDT 2018,Sat Apr 07 09:50:02 PDT 2018,Tue Apr 10 09:50:02 PDT 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),Anglerfish,6,,
3DIIW4IV8OUDAUIJYMHXALLQN8O4IL,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3M23Y66PO27J5FNNCO9R057CVJ8S6M,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:55:53 PDT 2018,Sat Apr 07 09:56:20 PDT 2018,Tue Apr 10 09:56:20 PDT 2018,,,,27,0% (0/0),0% (0/0),0% (0/0),Owl-faced Monkey,5,,
31GN6YMHLOREDA4ZD4HU9FA4GZOSWM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:05 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:05 PDT 2018,,,3MAOD8E57QAZ8HFE5F1V1OAQ5O0NX0,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:56:52 PDT 2018,Sat Apr 07 09:56:57 PDT 2018,Tue Apr 10 09:56:57 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Plastic Fork,3,,
3EAWOID6MSW1XCKIESTED7L7EY40VY,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:03 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:03 PDT 2018,,,3MAOD8E57QAZ8HFE5F1V1OAQ5OYNXY,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:52:07 PDT 2018,Sat Apr 07 09:52:37 PDT 2018,Tue Apr 10 09:52:37 PDT 2018,,,,30,0% (0/0),0% (0/0),0% (0/0),Bandicoot,5,,
3IH9TRB0FAYWIVL0B4YVCNENBOE1I5,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:12 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:12 PDT 2018,,,3NPI0JQDAO5SULI7GKDQGAUFS7CPTE,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:54:26 PDT 2018,Sat Apr 07 09:54:29 PDT 2018,Tue Apr 10 09:54:29 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Pie,5,,
3UAU495MIHRMNEN1BNLK7MF6YUAOUM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:05 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:05 PDT 2018,,,3NVC2EB65QZH4ICESS3IBOJT2D23Y5,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:53:20 PDT 2018,Sat Apr 07 09:53:23 PDT 2018,Tue Apr 10 09:53:23 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Panther,7,,
3T6EIBTM9KND61F2VZZB6QJ72AFAAY,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,3OVHNO1VE61FR0OGH3BD24E7ZKWDZ5,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:56:59 PDT 2018,Sat Apr 07 09:57:07 PDT 2018,Tue Apr 10 09:57:07 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Chocolate,3,,
32W3UF2EZNKMXRWJ6CLBZINVA34C4R,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:17 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:17 PDT 2018,,,3PJUZCGDJ6GO4EACWX6Y3OYD9QA98F,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:55:30 PDT 2018,Sat Apr 07 09:55:34 PDT 2018,Tue Apr 10 09:55:34 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Face,5,,
3JMNNNO3B03L8BN1JP2OIXX0I5PW2N,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:15 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:15 PDT 2018,,,3PPTZCWALQK9G9SLMPHX23L6IZKQZM,A104V8NZIQFN2F,Submitted,Sat Apr 07 09:55:25 PDT 2018,Sat Apr 07 09:55:28 PDT 2018,Tue Apr 10 09:55:28 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Dhole,5,,
